player,position,season,week,actual_ppr,prediction,model,fold,training_window,weighting_strategy,p25,p50,p75,p90
00-0037834,QB,2023,6,7.7,10.586886863134271,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,7,12.8,13.098237354873891,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,8,18.3,13.714670508044575,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,10,23.8,14.239912949347117,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,11,26.7,17.164550655070244,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,12,10.5,16.61608977269573,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,13,29.5,14.25922042800844,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,14,21.4,18.698333656422587,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,15,25.7,17.896319365495476,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,16,2.4,15.750938680779068,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,17,17.6,17.917832160926288,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,20,15.5,14.419740576068842,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,21,17.5,16.19839727919067,F_yeojohnson_huber,2023,all,none,,,,
00-0037834,QB,2023,22,15.4,14.911063085007967,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,1,9.7,14.064129368448189,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,2,10.3,11.64186653748214,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,3,18.5,12.152464934678688,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,4,3.5,13.678242942868328,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,5,12.4,10.800298726381135,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,7,15.2,12.14121661551889,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,8,3.9,9.104271074709613,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,9,10.3,12.181804442635135,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,10,6.6,12.6783443311891,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,11,5.1,9.251164228940421,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,12,11.6,9.866430482211404,F_yeojohnson_huber,2023,all,none,,,,
00-0038102,QB,2023,13,3.1,13.315732615648916,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,4,2.3,9.904777103396395,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,5,0.9,7.939610167871775,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,10,-1.0,5.860352119769669,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,12,0.2,4.763326587694847,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,13,7.2,5.418827570341696,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,14,20.9,6.4023865730917375,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,15,9.4,8.335986101126524,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,16,16.4,9.70246607568378,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,17,12.1,9.697816240940442,F_yeojohnson_huber,2023,all,none,,,,
00-0038108,QB,2023,18,0.8,9.77998948750513,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,1,8.9,13.979069933011885,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,2,21.4,12.683898100096878,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,3,6.3,14.018461791264174,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,4,6.2,11.996275008929029,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,5,26.2,14.057548149679867,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,6,16.1,13.68977039685189,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,7,17.8,12.35379913312426,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,8,3.4,11.492877984179797,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,10,8.7,13.326875920878203,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,12,9.7,13.433130059932122,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,13,8.8,11.955060160867204,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,14,25.4,14.162224901884052,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,15,7.9,10.14170933494046,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,17,-1.3,8.652151399958335,F_yeojohnson_huber,2023,all,none,,,,
00-0038122,QB,2023,18,15.6,8.343750268354611,F_yeojohnson_huber,2023,all,none,,,,
00-0038128,QB,2023,3,0.0,7.406086702836987,F_yeojohnson_huber,2023,all,none,,,,
00-0038128,QB,2023,6,4.7,6.122957593075029,F_yeojohnson_huber,2023,all,none,,,,
00-0038128,QB,2023,8,-1.6,8.298005876250764,F_yeojohnson_huber,2023,all,none,,,,
00-0038416,QB,2023,6,5.7,3.2507121876078555,F_yeojohnson_huber,2023,all,none,,,,
00-0038416,QB,2023,7,12.9,7.457027524586959,F_yeojohnson_huber,2023,all,none,,,,
00-0038416,QB,2023,8,11.2,12.734364143008015,F_yeojohnson_huber,2023,all,none,,,,
00-0038416,QB,2023,9,15.8,12.081905036731271,F_yeojohnson_huber,2023,all,none,,,,
00-0038416,QB,2023,10,7.7,14.460015711527218,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,8,7.2,4.137329585485985,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,9,8.7,3.590820027895659,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,10,13.5,7.248764043396099,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,11,22.5,8.632821200832744,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,12,10.2,11.311486591796019,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,14,17.4,11.691275921385703,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,15,10.7,10.696284994528558,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,16,2.7,13.496530408793367,F_yeojohnson_huber,2023,all,none,,,,
00-0038476,QB,2023,18,0.6,10.16201592771906,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,4,9.8,3.7745073659605612,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,7,5.0,10.03771077380306,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,9,8.4,10.550164890899065,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,10,8.4,9.01249905890811,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,11,9.1,7.79076101278657,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,12,13.9,11.172596142083915,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,14,5.0,11.557031572306276,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,15,25.9,11.995012686003466,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,16,2.1,9.65672288945797,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,17,20.3,11.823839956541034,F_yeojohnson_huber,2023,all,none,,,,
00-0038579,QB,2023,18,17.9,12.762611199102356,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,7,0.2,4.81339310689066,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,9,-0.9,6.212352802898568,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,10,6.1,5.219909609206899,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,12,2.0,4.336541177712383,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,15,0.0,5.264779252364028,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,17,0.0,4.75511135957899,F_yeojohnson_huber,2023,all,none,,,,
00-0038582,QB,2023,18,0.1,2.028411278674981,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,3,0.0,3.1441018648127033,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,4,1.2,4.677734823081216,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,8,0.4,7.363278178803281,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,11,6.6,6.525225276826357,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,12,11.5,10.82933413536147,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,14,0.5,10.933906907281825,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,15,0.2,9.674101215576677,F_yeojohnson_huber,2023,all,none,,,,
00-0038583,QB,2023,16,1.7,8.533824953890237,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,1,7.5,17.33185441723501,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,2,13.5,12.048275639411196,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,4,7.2,16.658258245222545,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,5,18.3,13.926555205240675,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,6,12.7,12.787941063063489,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,8,14.5,12.304133826030771,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,9,9.0,14.254169624389299,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,10,9.2,11.967971233797677,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,11,5.2,13.48214576770252,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,12,8.1,10.98030774755045,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,13,7.1,10.31343626031478,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,14,7.5,9.084200321709156,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,15,7.6,6.467221026777731,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,16,22.2,11.022327243860252,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,17,2.7,12.00791311593354,F_yeojohnson_huber,2023,all,none,,,,
00-0039150,QB,2023,18,4.2,11.010904020980702,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,8,26.6,5.676397901600187,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,9,8.7,14.214797937760737,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,10,6.0,10.85833494961798,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,11,12.5,10.383188516501423,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,12,7.1,9.662914680885976,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,13,11.5,11.264742349590897,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,14,16.6,11.437129142475406,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,15,14.5,13.677733503866305,F_yeojohnson_huber,2023,all,none,,,,
00-0039152,QB,2023,17,-1.4,12.418018517350054,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,1,10.7,16.46387848383404,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,2,21.5,11.380665978746807,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,3,20.6,12.408518532665083,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,4,21.8,13.842964663745523,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,5,14.2,12.611853756097842,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,6,14.2,10.241504723838098,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,8,12.9,14.489135802663629,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,9,40.8,13.855765115911414,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,10,19.0,14.132457733361287,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,11,15.3,17.319946176239934,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,12,30.9,14.968710944811301,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,13,16.1,18.4844433780777,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,14,3.6,14.97452670091297,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,17,12.9,17.41345586360587,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,18,20.6,15.93243220554142,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,19,23.1,14.200715975437209,F_yeojohnson_huber,2023,all,none,,,,
00-0039163,QB,2023,20,7.9,9.956183288684272,F_yeojohnson_huber,2023,all,none,,,,
00-0039164,QB,2023,1,20.9,18.672883246481142,F_yeojohnson_huber,2023,all,none,,,,
00-0039164,QB,2023,2,17.7,17.40473611303091,F_yeojohnson_huber,2023,all,none,,,,
00-0039164,QB,2023,4,29.6,14.638544385517704,F_yeojohnson_huber,2023,all,none,,,,
00-0039164,QB,2023,5,4.4,16.338089718944783,F_yeojohnson_huber,2023,all,none,,,,
00-0023459,QB,2023,1,0.0,14.749259407912223,E_quantile_gbm,2023,all,none,9.342263519257072,14.749259407912223,18.787073224951754,23.48633271490003
00-0026158,QB,2023,13,16.2,4.460554518253992,E_quantile_gbm,2023,all,none,2.319720056378843,4.460554518253992,11.636782874027498,16.23545222409568
00-0026158,QB,2023,14,20.3,7.678626715062168,E_quantile_gbm,2023,all,none,3.688049493528548,7.678626715062168,12.990133934461278,17.807518998081427
00-0026158,QB,2023,15,16.9,10.956844655168288,E_quantile_gbm,2023,all,none,4.677612853652067,10.956844655168288,15.71296432999492,19.74226774454961
00-0026158,QB,2023,16,24.8,11.761053551392639,E_quantile_gbm,2023,all,none,6.2764002893265065,11.761053551392639,16.913282025032217,23.30027384642019
00-0026158,QB,2023,17,22.7,12.461358789933826,E_quantile_gbm,2023,all,none,6.656037867494443,12.461358789933826,15.907623612061546,20.936539433236877
00-0026158,QB,2023,19,13.6,15.11699459974407,E_quantile_gbm,2023,all,none,7.618769407994563,15.11699459974407,19.366119130679703,25.088464110524207
00-0026498,QB,2023,1,14.5,13.163802907471581,E_quantile_gbm,2023,all,none,9.06268352546108,13.163802907471581,18.270838507111122,22.894222982088934
00-0026498,QB,2023,2,14.0,12.670431649183936,E_quantile_gbm,2023,all,none,8.488804756759194,12.670431649183936,17.349361489050622,22.114321178703072
00-0026498,QB,2023,3,11.5,15.515774217989653,E_quantile_gbm,2023,all,none,11.07738556163518,15.515774217989653,19.53439058211776,24.23158915355472
00-0026498,QB,2023,4,16.2,15.492179349409282,E_quantile_gbm,2023,all,none,11.087451373361699,15.492179349409282,18.833943899941794,24.733872764566396
00-0026498,QB,2023,5,16.9,14.901880866604897,E_quantile_gbm,2023,all,none,10.92897974942142,14.901880866604897,19.96923427335893,25.67091899739325
00-0026498,QB,2023,6,13.2,15.954917385028335,E_quantile_gbm,2023,all,none,11.910784139201807,15.954917385028335,22.314886311554417,25.713050861875402
00-0026498,QB,2023,7,14.0,14.287904755925636,E_quantile_gbm,2023,all,none,10.309079271990655,14.287904755925636,19.56811574232849,24.56208819345549
00-0026498,QB,2023,8,11.4,12.201586570141151,E_quantile_gbm,2023,all,none,7.882187936515745,12.201586570141151,16.544270290250605,21.67492891229853
00-0026498,QB,2023,11,9.7,13.464939530899066,E_quantile_gbm,2023,all,none,10.121262253783389,13.464939530899066,18.855792751064392,23.06649229818041
00-0026498,QB,2023,12,23.4,13.920573134469771,E_quantile_gbm,2023,all,none,10.496527302763953,13.920573134469771,21.33256078500448,24.237343667293164
00-0026498,QB,2023,13,23.0,13.513555471665207,E_quantile_gbm,2023,all,none,8.814190732701828,13.513555471665207,19.27539580155501,23.469228242724082
00-0026498,QB,2023,14,23.7,11.873452335133544,E_quantile_gbm,2023,all,none,6.787051194070397,11.873452335133544,16.046896800390797,21.25281376159631
00-0026498,QB,2023,15,18.5,17.544920585605812,E_quantile_gbm,2023,all,none,12.94637479879259,17.544920585605812,21.383242884382337,27.097551370265617
00-0026498,QB,2023,16,20.7,16.851211790438576,E_quantile_gbm,2023,all,none,11.22971566988085,16.851211790438576,20.79167942838999,25.745646392794264
00-0026498,QB,2023,17,12.6,16.573387654937065,E_quantile_gbm,2023,all,none,11.373909665122055,16.573387654937065,20.808583987078205,25.98873765715602
00-0026498,QB,2023,19,22.7,15.991326993825549,E_quantile_gbm,2023,all,none,11.421197935898245,15.991326993825549,19.870065356321707,25.028357613964193
00-0026625,QB,2023,1,0.0,3.9466611879794375,E_quantile_gbm,2023,all,none,1.5696427475321864,3.9466611879794375,11.012876710975128,14.989771634053628
00-0026625,QB,2023,6,3.8,4.129640390048235,E_quantile_gbm,2023,all,none,1.1342332981053422,4.129640390048235,11.12880470869541,14.526678455462726
00-0026625,QB,2023,7,1.2,4.950393357967262,E_quantile_gbm,2023,all,none,2.049298631662005,4.950393357967262,10.871376016234153,13.45544027542888
00-0027948,QB,2023,3,-2.9,0.5814329985601914,E_quantile_gbm,2023,all,none,0.025726740837174224,0.5814329985601914,3.8567234292414256,5.5993744818861835
00-0027948,QB,2023,18,8.8,8.453265391727541,E_quantile_gbm,2023,all,none,3.4245089194071405,8.453265391727541,12.392986015920924,13.649774239308215
00-0027973,QB,2023,2,0.0,8.109791020327275,E_quantile_gbm,2023,all,none,3.37349084660824,8.109791020327275,13.23470676718912,17.094010649397614
00-0027973,QB,2023,3,23.5,7.090247513697878,E_quantile_gbm,2023,all,none,3.580856524765828,7.090247513697878,12.419275653705451,15.635943443763185
00-0027973,QB,2023,5,0.1,9.042060635274128,E_quantile_gbm,2023,all,none,2.970464166272137,9.042060635274128,14.011144283814568,17.817937600326
00-0028118,QB,2023,1,0.2,4.585076071946467,E_quantile_gbm,2023,all,none,2.231114402243919,4.585076071946467,12.327182894735863,18.89666103370639
00-0028118,QB,2023,3,0.2,6.9707915153236994,E_quantile_gbm,2023,all,none,2.291458047978514,6.9707915153236994,13.665477186831689,17.671353667616593
00-0028118,QB,2023,4,0.0,4.6760498105675605,E_quantile_gbm,2023,all,none,-0.2615204696978133,4.6760498105675605,11.604598479318144,16.16357689214666
00-0028118,QB,2023,5,4.8,7.382162850803112,E_quantile_gbm,2023,all,none,0.9643593841827559,7.382162850803112,13.838470098715515,19.124612600417812
00-0028118,QB,2023,6,10.4,6.325155556033967,E_quantile_gbm,2023,all,none,1.9315841812991354,6.325155556033967,11.69357530644724,15.53816718591557
00-0028118,QB,2023,7,21.7,10.521953028711264,E_quantile_gbm,2023,all,none,5.685850703122176,10.521953028711264,14.763167505248152,21.2055989662539
00-0028118,QB,2023,8,3.6,8.643209205926194,E_quantile_gbm,2023,all,none,5.628449050280197,8.643209205926194,16.02618206456399,19.130562992761543
00-0028118,QB,2023,15,0.5,8.885753135967473,E_quantile_gbm,2023,all,none,3.098637541102445,8.885753135967473,16.406935091371512,19.201131400904934
00-0028118,QB,2023,16,9.4,7.748179640046554,E_quantile_gbm,2023,all,none,3.486120909168111,7.748179640046554,13.137758292109007,14.469915844369917
00-0028118,QB,2023,17,18.8,8.88235977068151,E_quantile_gbm,2023,all,none,5.156109642551883,8.88235977068151,14.534477613765299,17.698512739584118
00-0028118,QB,2023,18,17.7,12.996113518458891,E_quantile_gbm,2023,all,none,7.80038462263566,12.996113518458891,18.84534674121302,22.133647100012652
00-0028986,QB,2023,15,11.3,5.997861024564444,E_quantile_gbm,2023,all,none,1.8276631674982695,5.997861024564444,12.739024592073893,14.080161125545162
00-0028986,QB,2023,16,-1.5,4.305715847192372,E_quantile_gbm,2023,all,none,1.7134841037924067,4.305715847192372,10.483340440605263,14.640441201463574
00-0029263,QB,2023,1,15.2,14.434830056541953,E_quantile_gbm,2023,all,none,10.822953182231327,14.434830056541953,20.990005880627308,26.34145171494625
00-0029263,QB,2023,2,25.9,14.281937160663585,E_quantile_gbm,2023,all,none,9.934222139217495,14.281937160663585,20.475878094108605,24.915338282526875
00-0029263,QB,2023,3,14.2,15.03453479566249,E_quantile_gbm,2023,all,none,10.365377461372699,15.03453479566249,19.82790016955419,24.451236669699938
00-0029263,QB,2023,4,22.2,16.47261308862175,E_quantile_gbm,2023,all,none,12.466688656617869,16.47261308862175,21.7650806041831,25.165941816683667
00-0029263,QB,2023,5,18.7,14.821947058116328,E_quantile_gbm,2023,all,none,10.332094503935805,14.821947058116328,19.215300052474905,24.673145243029374
00-0029263,QB,2023,6,6.9,11.812574345293342,E_quantile_gbm,2023,all,none,7.8329139169822835,11.812574345293342,17.386728688822483,21.133766110233584
00-0029263,QB,2023,7,13.9,15.243283534133658,E_quantile_gbm,2023,all,none,11.741063908145355,15.243283534133658,22.33089314482775,25.33494367820389
00-0029263,QB,2023,8,17.6,13.761664766578631,E_quantile_gbm,2023,all,none,9.303267495834818,13.761664766578631,19.199059277164178,23.25272157860437
00-0029263,QB,2023,10,18.7,11.834649790638476,E_quantile_gbm,2023,all,none,8.796841267972098,11.834649790638476,18.64031571889063,22.156542011154258
00-0029263,QB,2023,11,14.5,14.623971454080289,E_quantile_gbm,2023,all,none,11.479692562109218,14.623971454080289,20.614011750869697,25.827845580456284
00-0029263,QB,2023,12,16.8,13.263983250941601,E_quantile_gbm,2023,all,none,10.523292610692906,13.263983250941601,19.10691968868897,22.563357861026173
00-0029263,QB,2023,13,15.8,16.183608851401065,E_quantile_gbm,2023,all,none,12.816291107970175,16.183608851401065,21.45758026136158,25.5905395079391
00-0029263,QB,2023,14,15.5,14.745922515176341,E_quantile_gbm,2023,all,none,10.880097010397822,14.745922515176341,20.69955540934936,25.71293250724969
00-0029263,QB,2023,15,17.5,15.356244865649625,E_quantile_gbm,2023,all,none,11.811426567181405,15.356244865649625,22.41790507154359,26.96571079655143
00-0029263,QB,2023,16,23.5,13.834972866834956,E_quantile_gbm,2023,all,none,10.289424437371608,13.834972866834956,20.374266891844247,25.7150307522548
00-0029604,QB,2023,1,16.5,16.19278614592084,E_quantile_gbm,2023,all,none,12.069254864144805,16.19278614592084,23.098323558515926,25.623631603617927
00-0029604,QB,2023,2,28.6,15.765446643684891,E_quantile_gbm,2023,all,none,11.049646517513674,15.765446643684891,21.13910697646164,24.575351195889365
00-0029604,QB,2023,3,25.7,20.229018019488233,E_quantile_gbm,2023,all,none,14.136733280593727,20.229018019488233,24.527702464574343,28.373441134035804
00-0029604,QB,2023,4,9.6,16.887665907603623,E_quantile_gbm,2023,all,none,12.819546397431013,16.887665907603623,22.992654739455944,26.43648245930944
00-0029604,QB,2023,5,19.9,17.263316456106207,E_quantile_gbm,2023,all,none,12.688409822898516,17.263316456106207,23.085174211844944,27.032917494134143
00-0029604,QB,2023,6,8.7,15.106067552762395,E_quantile_gbm,2023,all,none,10.632265233555582,15.106067552762395,19.766642976604942,25.00132673083596
00-0029604,QB,2023,7,21.0,13.185366661715065,E_quantile_gbm,2023,all,none,9.026611129725989,13.185366661715065,17.50677182016467,21.85398218876284
00-0029604,QB,2023,8,19.9,14.294350637087826,E_quantile_gbm,2023,all,none,11.282586024262182,14.294350637087826,21.221111745970013,24.403180831374446
00-0029701,QB,2023,1,2.4,13.348125240942828,E_quantile_gbm,2023,all,none,8.969152172979353,13.348125240942828,17.2256689707595,22.247757248309338
00-0029701,QB,2023,2,21.0,13.33705960833464,E_quantile_gbm,2023,all,none,10.872568146245172,13.33705960833464,17.406613188971903,23.176834301273647
00-0029701,QB,2023,3,4.2,11.303925314836004,E_quantile_gbm,2023,all,none,6.780605786203811,11.303925314836004,16.736172639732796,19.50452010391789
00-0029701,QB,2023,4,12.7,12.460203767174994,E_quantile_gbm,2023,all,none,8.749068399731462,12.460203767174994,17.5725776743523,20.238896329797004
00-0029701,QB,2023,5,9.8,14.26189900866164,E_quantile_gbm,2023,all,none,10.483214057049702,14.26189900866164,19.46947054763863,23.637380330139667
00-0029701,QB,2023,6,1.0,12.588426981797127,E_quantile_gbm,2023,all,none,8.120367014795436,12.588426981797127,18.191461805832073,21.790709139898176
00-0029701,QB,2023,16,9.8,12.860198546520099,E_quantile_gbm,2023,all,none,9.059034576202096,12.860198546520099,17.66966140377619,21.092395215268894
00-0029701,QB,2023,17,6.7,12.334517205898594,E_quantile_gbm,2023,all,none,8.422180594039624,12.334517205898594,17.75580467032085,19.554334819283135
00-0029701,QB,2023,18,12.4,12.923476203446482,E_quantile_gbm,2023,all,none,7.767651155432527,12.923476203446482,16.119553918400527,18.24566035566351
00-0030533,QB,2023,17,-0.3,6.415755173434931,E_quantile_gbm,2023,all,none,1.0207739162706262,6.415755173434931,8.977249859983546,13.794770717294345
00-0030565,QB,2023,1,9.1,17.757444174601062,E_quantile_gbm,2023,all,none,12.99912171912522,17.757444174601062,20.429581847690795,25.450168260054095
00-0030565,QB,2023,2,23.1,15.691563581106653,E_quantile_gbm,2023,all,none,11.144878473054002,15.691563581106653,19.811976219897755,22.366134666110607
00-0030565,QB,2023,3,15.4,16.86860368517761,E_quantile_gbm,2023,all,none,12.079034517081194,16.86860368517761,18.888262316722006,25.02285799430612
00-0030565,QB,2023,4,9.2,18.89349900620877,E_quantile_gbm,2023,all,none,13.182281968439842,18.89349900620877,20.73305237719877,27.99719105321717
00-0030565,QB,2023,6,11.0,15.635494210032471,E_quantile_gbm,2023,all,none,11.408171193739213,15.635494210032471,18.7264618358022,23.763308901746534
00-0030565,QB,2023,7,13.8,17.3709393227607,E_quantile_gbm,2023,all,none,12.84127156224715,17.3709393227607,20.570747015031728,24.646096547910474
00-0030565,QB,2023,8,13.9,16.56252151375216,E_quantile_gbm,2023,all,none,10.815124508172607,16.56252151375216,19.62945327058359,23.220363524229032
00-0030565,QB,2023,9,2.7,15.059956411947471,E_quantile_gbm,2023,all,none,9.329916785532332,15.059956411947471,17.3538100157616,22.503296454484563
00-0030565,QB,2023,10,24.1,16.696714022107077,E_quantile_gbm,2023,all,none,12.73172046096916,16.696714022107077,20.4103336490786,26.779998770516123
00-0030565,QB,2023,11,13.2,15.639608926671547,E_quantile_gbm,2023,all,none,10.961624215248387,15.639608926671547,19.895228193357998,23.43722734986875
00-0030565,QB,2023,12,7.3,13.191285713751244,E_quantile_gbm,2023,all,none,7.468839182359418,13.191285713751244,16.900012633380477,21.36910249042216
00-0030565,QB,2023,13,30.0,15.28582052884669,E_quantile_gbm,2023,all,none,9.416068208695433,15.28582052884669,17.58691861782826,22.744933470320483
00-0030565,QB,2023,16,17.3,15.5480606173141,E_quantile_gbm,2023,all,none,12.128005595327728,15.5480606173141,19.241555093399498,23.637567909039973
00-0030565,QB,2023,17,16.9,15.48711970659904,E_quantile_gbm,2023,all,none,11.594559079035736,15.48711970659904,19.38303052278109,23.847090120266284
00-0030565,QB,2023,18,20.4,17.851229694697015,E_quantile_gbm,2023,all,none,13.797992321714464,17.851229694697015,20.24164994807631,26.500198610748598
00-0031237,QB,2023,5,-0.2,2.5641023699926047,E_quantile_gbm,2023,all,none,0.04239178539362608,2.5641023699926047,5.486259748468763,13.846303170805975
00-0031280,QB,2023,1,14.6,14.571272115585963,E_quantile_gbm,2023,all,none,9.941043008354216,14.571272115585963,18.47397723820746,23.11078414196854
